"Podjetja po dejavnosti (SKD 2008) in velikosti po: MERITVE, SKD , LETO"

"Število podjetij";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"A  KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";" ";" ";" ";" ";" ";" ";" ";" ";"B  RUDARSTVO";" ";" ";" ";" ";" ";" ";" ";" ";"C  PREDELOVALNE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"D  OSKRBA Z ELEKTRIÈNO ENERGIJO, PLINOM IN PARO";" ";" ";" ";" ";" ";" ";" ";" ";"E  OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";" ";" ";" ";" ";" ";" ";" ";" ";"F  GRADBENIŠTVO";" ";" ";" ";" ";" ";" ";" ";" ";"G  TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";" ";" ";" ";" ";" ";" ";" ";" ";"H  PROMET IN SKLADIŠÈENJE";" ";" ";" ";" ";" ";" ";" ";" ";"I  GOSTINSTVO";" ";" ";" ";" ";" ";" ";" ";" ";"J  INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"K  FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"L  POSLOVANJE Z NEPREMIÈNINAMI";" ";" ";" ";" ";" ";" ";" ";" ";"M  STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"N  DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"O  DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"P  IZOBRAŽEVANJE";" ";" ";" ";" ";" ";" ";" ";" ";"Q  ZDRAVSTVO IN SOCIALNO VARSTVO";" ";" ";" ";" ";" ";" ";" ";" ";"R  KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"S  DRUGE DEJAVNOSTI";" ";" ";" ";" ";" ";" ";" ";" ";"T  DEJAVNOST GOSPODINJSTEV Z ZAPOSLENIM HIŠNIM OSEBJEM, PROIZVODNJA ZA LASTNO RABO";" ";" ";" ";" ";" ";" ";" ";" ";"U  DEJAVNOST EKSTERITORIALNIH ORGANIZACIJ IN TELES";" ";" ";" ";" ";" ";" ";" ";" "
"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016"
2055;2252;2094;2108;2362;2763;2979;3047;2977;114;113;116;117;114;111;104;104;104;17644;17672;17605;17419;17690;18718;19136;19348;19556;406;493;636;812;1315;1539;1595;1551;1523;346;367;385;444;462;463;473;439;434;21056;22047;22245;21618;20871;20291;20133;19878;19508;23662;24602;25318;25819;26368;26883;26893;27176;27007;9194;9251;9147;8927;8949;8897;8738;8805;8820;7965;8367;8697;8898;9093;10840;10992;11416;11581;4927;5672;6243;6639;6976;7469;8173;8776;9294;1859;2133;2225;2273;2236;2215;2159;2091;2119;2049;2148;2201;2269;2414;2515;2575;2709;2975;20533;22490;24033;25248;26284;28632;29986;31881;33326;3823;4566;4888;5230;5625;6340;6786;7295;7590;2197;2222;2199;2193;2203;2201;2197;2189;2208;2975;3454;3817;4217;4607;5257;5606;6024;6556;3700;3958;4218;4465;4649;4813;4798;4884;5045;10580;11094;11326;11639;11749;12260;12679;13181;13759;17456;18029;18566;19025;19338;19882;20431;21069;21690;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0

"Vir: Statistièni urad Republike Slovenije. "
" "
"Enota opazovanja "
"Enota opazovanja je podjetje, registrirano kot pravna ali fizièna "
"oseba, ki "
"je med letom opazovanja izkazala prihodek ali zaposlene osebe oziroma "
"osebe, ki delajo. Za enote po Standardni klasifikaciji "
"institucionalnih sektorjev "
"države in neprofitnih institucij, ki opravljajo storitve za "
"gospodinjstva, upoštevajo "
"tudi izkazani prihodki èlanarin, subvencij in drugih poslovnih "
"prihodkov. Le-ti "
"pa niso zajeti v prihodek. "
" "
"Uporabljena statistièna znamenja: "
"z  podatek zaradi zaupnosti ni objavljen "
" "
"Èasovne vrste podatkov po SKD 2002 so objavljeni v tabeli (seznam "
"HREF=../Database/SKD2002_slo/14_poslovni_subjekti/01_14188_podjetja/0-"
"1_14188_podjetja.asp TARGET=_blank) Število podjetij . "

"Povezane vsebine: "
"- (seznam HREF= "
"http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatoteke=8276"
"target=_blank) Metodološka pojasnila"

"Je število registriranih pravnih ali fiziènih oseb, ki  so med letom "
"opazovanja "
"izkazale prihodek ali zaposlene osebe oziroma osebe, ki delajo. "
"Za enote po Standardni klasifikaciji institucionalnih sektorjev "
"države in "
"neprofitnih institucij se pri opredelitvi podjetja upoštevajo tudi "
"izkazani "
"prihodki èlanarin, subvencij in drugih poslovnih prihodkov. Le-ti pa "
"niso "
" zajeti v prihodek."

